carat,cut,color,clarity,depth,table,x,y,z,price
1.1,Very Good,G,VVS1,61.5,57.0,6.61,6.66,4.08,8020
1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341
0.32,Ideal,D,VVS2,61.6,55.0,4.41,4.45,2.73,1107
0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,687
0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679
1.01,Good,H,VS2,64.3,58.0,6.27,6.2,4.01,4489
0.39,Ideal,J,SI1,62.6,53.0,4.68,4.71,2.94,539
1.34,Premium,H,SI2,61.6,60.0,7.05,6.97,4.32,4502
1.2,Ideal,G,SI1,62.2,58.0,6.77,6.84,4.23,6741
0.72,Ideal,G,SI2,61.9,57.0,5.73,5.77,3.56,2068
0.29,Ideal,F,VVS1,60.9,57.0,4.29,4.32,2.62,669
0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,489
0.36,Ideal,D,SI1,61.2,57.0,4.59,4.63,2.82,663
1.63,Ideal,G,SI2,62.6,53.0,7.55,7.49,4.71,10680
0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
0.63,Very Good,H,VVS1,62.0,57.0,5.47,5.5,3.4,2127
0.55,Premium,E,VS2,59.1,60.0,5.35,5.31,3.15,1664
0.38,Premium,I,SI1,,58.0,4.67,4.72,2.84,581
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,7723
0.74,Premium,D,SI1,59.5,60.0,5.95,5.88,3.52,2369
0.47,Very Good,F,VVS2,62.1,56.0,4.96,4.99,3.09,1616
2.0,Premium,I,VS2,61.8,56.0,8.11,8.04,4.99,17716
0.7,Ideal,E,VS1,62.6,55.0,5.66,5.69,3.55,3167
0.3,Ideal,H,VVS2,61.5,56.0,4.33,4.35,2.67,605
0.41,Good,E,VVS1,63.5,57.0,4.73,4.75,3.01,1002
0.78,Ideal,D,VS2,62.3,54.0,5.87,5.91,3.67,4183
0.36,Ideal,E,SI1,61.9,56.0,4.58,4.53,2.82,810
2.38,Premium,G,SI2,62.4,58.0,8.59,8.47,5.32,14648
0.59,Ideal,E,SI1,61.6,55.0,5.41,5.43,3.34,1994
0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,648
1.11,Ideal,D,SI2,62.2,57.0,6.66,6.62,4.12,5501
0.31,Ideal,G,IF,61.9,55.0,4.35,4.38,2.7,891
0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.18,3.17,2027
0.32,Ideal,G,VVS1,61.1,55.0,4.45,4.48,2.73,814
1.25,Very Good,J,SI1,62.5,57.0,6.83,6.86,4.28,4702
0.27,Ideal,G,IF,62.0,56.0,4.14,4.17,2.58,627
1.62,Premium,G,VS2,62.3,58.0,7.49,7.54,4.68,13578
0.72,Very Good,I,VVS2,62.5,56.0,5.7,5.72,3.57,2530
0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,2911
0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
0.7,Premium,F,SI1,59.4,60.0,5.77,5.74,3.42,2239
0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
0.53,Premium,F,SI2,62.5,57.0,5.17,5.11,3.21,1242
1.28,Ideal,G,VVS1,62.1,56.0,6.93,6.96,4.31,11147
0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3740
1.55,Premium,J,VS1,,58.0,7.39,7.42,4.56,7733
0.51,Ideal,G,VVS2,62.0,57.0,5.11,5.15,3.18,1877
0.56,Ideal,G,VS1,61.8,55.0,5.28,5.37,3.29,1712
0.51,Premium,F,VS2,60.1,59.0,5.2,5.18,3.12,1574
1.09,Premium,G,VS2,61.7,58.0,6.6,6.53,4.05,6504
0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53,3746
0.6,Ideal,E,SI1,61.4,57.0,5.52,5.46,3.37,1601
0.54,Ideal,F,SI1,61.5,55.0,5.23,5.28,3.23,1260
0.38,Good,E,SI1,62.8,61.0,4.6,4.67,2.91,641
0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76,505
0.75,Good,E,SI2,63.8,55.0,5.74,5.8,3.68,2453
0.74,Premium,F,SI1,62.7,59.0,5.78,5.73,3.61,2553
0.91,Ideal,I,SI2,61.6,57.0,6.24,6.23,3.84,2981
0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488
0.33,Ideal,E,VS1,60.2,57.0,4.52,4.48,2.71,1002
0.58,Ideal,H,VS1,61.1,57.0,5.38,5.42,3.3,1759
1.25,Ideal,G,VVS2,62.0,59.0,6.88,6.96,4.29,11089
0.95,Fair,D,SI2,64.4,60.0,6.06,6.02,3.89,3384
1.01,Good,H,SI1,59.4,60.0,6.49,6.54,3.87,4616
0.45,Ideal,G,VVS2,61.8,57.0,4.9,4.94,3.04,1105
0.55,Premium,H,SI2,62.4,56.0,5.23,5.2,3.25,1246
0.32,Ideal,G,IF,62.0,54.0,4.42,4.45,2.75,918
1.69,Premium,I,VS2,62.4,58.0,7.66,7.53,4.74,10600
0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0,945
0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,775
0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,880
0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2120
1.03,Premium,G,VS2,58.9,59.0,6.65,6.59,3.9,6229
0.7,Very Good,G,VS1,61.7,59.0,5.66,5.69,3.5,2676
0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
0.41,Ideal,F,VS2,61.8,56.0,4.76,4.79,2.95,863
1.01,Ideal,F,SI2,60.5,57.0,6.53,6.49,3.94,4497
1.0,Very Good,F,SI2,61.6,62.0,6.3,6.37,3.9,4255
1.66,Premium,D,SI1,62.0,59.0,7.55,7.6,4.7,14224
1.5,Premium,G,SI1,60.0,61.0,7.48,7.43,4.47,9954
2.08,Good,I,SI2,63.8,58.0,8.02,8.1,5.14,13956
0.9,Good,G,VS2,63.6,59.0,6.04,6.1,3.86,4093
0.71,Ideal,I,SI1,61.5,55.0,5.76,5.79,3.55,2721
0.7,Ideal,F,SI2,62.8,55.0,5.68,5.65,3.56,2138
0.31,Ideal,D,SI1,61.0,57.0,4.41,4.38,2.68,732
0.33,Ideal,G,VVS1,61.4,55.0,4.46,4.48,2.74,820
0.31,Very Good,E,VVS2,62.4,56.0,4.32,4.35,2.7,749
0.33,Premium,H,VS1,60.0,61.0,4.52,4.48,2.7,743
0.35,Premium,E,VS1,62.3,60.0,4.52,4.5,2.81,1063
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,4737
0.31,Ideal,D,SI1,62.6,56.0,4.33,4.36,2.72,571
0.57,Ideal,E,VS2,60.8,56.0,5.4,5.35,3.27,1819
1.0,Good,G,SI1,63.1,56.0,6.31,6.41,4.01,4218
1.22,Ideal,H,VS2,60.4,57.0,6.95,6.98,4.21,7506
0.31,Premium,D,VVS1,62.7,58.0,4.3,4.31,2.7,882
1.28,Ideal,J,SI1,61.2,57.0,7.02,6.96,4.28,4967
0.33,Premium,F,VS2,62.1,59.0,4.45,4.4,2.75,854
0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52,2330
0.3,Very Good,G,VS1,63.3,56.0,4.31,4.28,2.72,725
0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66,732
1.5,Ideal,H,SI1,62.0,55.0,7.34,7.29,4.54,11189
0.31,Very Good,E,SI1,63.2,59.0,4.31,4.24,2.7,698
0.72,Very Good,F,VS1,62.2,57.0,5.7,5.74,3.56,3229
0.35,Premium,G,IF,59.1,59.0,4.62,4.59,2.72,1116
1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,15164
1.55,Very Good,G,SI2,61.9,60.0,7.31,7.36,4.54,8873
0.38,Good,E,VVS1,62.4,64.0,4.59,4.61,2.87,904
0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,905
0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64,3387
0.61,Ideal,E,I1,63.4,57.0,5.43,5.37,3.42,1255
1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,5010
0.25,Premium,G,SI2,58.8,60.0,5.33,5.28,3.12,1186
0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,1061
0.42,Ideal,I,VVS1,60.2,57.0,4.85,4.88,2.93,884
0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94,1263
1.79,Premium,H,VS1,62.6,56.0,7.81,7.76,4.87,14904
0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,1267
0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,605
0.3,Premium,D,VS2,61.1,59.0,4.26,4.31,2.62,710
1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376
0.5,Very Good,G,VS1,62.9,58.0,5.06,5.08,3.19,1569
0.7,Good,H,VS2,,63.0,5.87,5.92,3.34,2187
0.61,Ideal,E,VS1,61.3,54.0,5.53,5.5,3.38,3004
0.9,Good,F,SI2,58.0,57.0,6.34,6.41,3.7,3770
0.9,Very Good,I,VS2,61.2,57.0,6.15,6.2,3.78,3720
0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337
1.09,Ideal,G,VS2,61.2,56.0,6.62,6.64,4.06,7357
0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73,596
0.42,Premium,G,VVS1,60.2,59.0,4.84,4.82,2.91,1235
0.41,Very Good,F,VVS2,60.3,58.0,4.79,4.83,2.9,1115
0.33,Ideal,E,VVS1,62.6,58.0,4.36,4.4,2.74,852
1.09,Premium,G,IF,61.3,58.0,6.64,6.6,4.06,10065
0.36,Good,D,VS2,63.4,54.0,4.51,4.57,2.88,739
0.51,Ideal,G,VVS2,61.9,55.0,5.19,5.15,3.2,1974
0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42,2344
0.41,Premium,G,VS1,61.7,57.0,4.78,4.75,2.94,961
0.41,Ideal,H,VS2,,56.0,4.77,4.79,2.95,1163
0.31,Ideal,F,VS2,62.6,57.0,4.27,4.33,2.69,625
0.31,Premium,E,VS1,60.0,59.0,4.38,4.42,2.64,734
0.44,Ideal,G,SI1,61.5,57.0,4.88,4.87,3.0,990
1.71,Good,F,SI2,63.7,54.0,7.6,7.49,4.81,6971
1.04,Ideal,G,VS1,62.3,56.0,6.45,6.49,4.03,7457
0.5,Very Good,E,SI2,58.0,63.0,5.22,5.19,3.02,1009
0.33,Very Good,G,VS1,61.3,57.0,4.47,4.49,2.75,681
1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01,5506
0.7,Very Good,F,VS1,,57.0,5.69,5.72,3.54,2975
0.25,Very Good,E,VVS2,59.8,59.0,4.07,4.09,2.44,575
0.31,Ideal,D,VS2,62.7,57.0,4.3,4.34,2.71,734
1.1,Very Good,D,SI2,61.6,57.0,6.61,6.67,4.09,5226
1.07,Very Good,D,SI1,61.8,61.0,6.54,6.57,4.05,5767
0.72,Very Good,H,VS2,60.8,59.0,5.74,5.77,3.55,2550
1.01,Premium,E,VS1,62.0,59.0,6.42,6.38,3.97,7964
1.2,Fair,J,SI1,65.2,58.0,6.67,6.58,4.32,4838
0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
1.23,Ideal,G,VVS2,62.2,55.0,6.86,6.9,4.28,10317
0.3,Ideal,I,SI1,61.3,56.0,4.32,4.33,2.65,394
2.0,Fair,H,I1,69.8,54.0,7.6,7.56,5.29,5914
0.52,Very Good,G,SI1,59.4,60.0,5.23,5.28,3.12,1267
0.33,Ideal,G,SI2,61.2,56.0,4.48,4.51,2.75,463
1.19,Premium,I,SI2,62.6,58.0,6.82,6.69,4.23,4498
0.9,Good,G,VS2,64.4,62.0,5.97,6.02,3.86,4135
0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,462
0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2863
1.01,Good,G,SI2,63.7,58.0,6.31,6.35,4.03,3852
0.44,Very Good,F,SI2,61.9,59.0,4.85,4.9,3.02,711
0.7,Good,F,SI1,57.9,63.0,5.8,5.84,3.37,2190
0.33,Ideal,I,VVS2,62.4,57.0,4.44,4.41,2.76,743
1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,6335
0.31,Good,F,VS2,63.4,56.0,4.29,4.32,2.73,625
0.76,Very Good,J,VS2,59.9,59.0,5.92,5.94,3.55,1949
0.32,Ideal,G,VVS1,61.8,55.0,4.4,4.43,2.73,814
0.77,Very Good,H,SI2,63.6,58.0,5.77,5.81,3.68,2129
0.32,Ideal,G,IF,61.5,55.0,4.4,4.42,2.71,905
0.56,Ideal,I,VS2,62.2,57.0,5.27,5.28,3.28,1417
1.3,Good,J,VS2,63.6,59.0,6.87,6.9,4.38,5175
0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2,1727
0.26,Good,E,VVS1,59.4,61.0,4.13,4.15,2.46,597
1.01,Ideal,F,VS2,60.9,57.0,6.48,6.45,3.94,6787
0.73,Ideal,E,SI1,62.7,55.0,5.7,5.79,3.6,2852
1.51,Good,E,I1,,59.0,7.56,7.51,4.33,5601
1.28,Premium,H,SI2,62.5,62.0,6.89,6.84,4.3,5161
0.59,Very Good,F,VVS2,63.5,59.0,5.28,5.3,3.36,2302
0.33,Ideal,G,VVS2,61.3,56.0,4.46,4.48,2.74,730
0.75,Very Good,I,SI1,63.7,56.0,5.73,5.77,3.66,2300
1.24,Premium,F,SI2,62.8,60.0,6.84,6.82,4.29,5583
1.24,Ideal,D,VVS2,62.6,55.0,6.89,6.94,4.33,13803
1.03,Ideal,F,VS2,60.2,54.0,6.64,6.61,3.99,7550
0.54,Ideal,F,VS2,61.1,57.0,5.3,5.27,3.23,1820
0.26,Very Good,F,VVS1,61.7,57.0,4.09,4.13,2.53,657
1.56,Very Good,I,SI1,60.2,61.0,7.5,7.59,4.54,8470
2.14,Ideal,E,SI2,62.7,55.0,8.26,8.21,5.16,13065
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,535
0.51,Premium,E,SI1,62.8,61.0,5.07,5.06,3.18,1443
0.9,Very Good,F,SI1,59.1,59.0,6.3,6.35,3.74,4498
0.6,Very Good,H,SI1,60.4,63.0,5.45,5.41,3.28,1378
0.77,Ideal,F,VS1,61.9,54.0,5.91,5.94,3.66,3750
0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,544
0.75,Ideal,F,VS2,62.5,57.0,5.78,5.83,3.63,2893
1.18,Premium,H,SI1,61.6,59.0,6.82,6.72,4.17,6159
0.78,Ideal,E,VS2,62.0,55.0,5.95,5.89,3.67,3276
1.25,Very Good,G,VS1,62.7,56.0,6.81,6.93,4.31,8580
1.0,Ideal,E,SI1,61.9,56.0,6.37,6.45,3.97,5458
0.58,Good,G,VS1,59.0,62.0,5.44,5.48,3.22,1777
0.71,Ideal,G,SI1,61.6,56.0,5.73,5.76,3.54,2649
0.36,Premium,E,SI2,61.5,61.0,4.63,4.57,2.83,518
1.03,Very Good,J,VS1,63.4,58.0,6.36,6.42,4.05,4292
0.31,Very Good,H,VVS2,62.6,58.0,4.28,4.31,2.69,625
0.86,Premium,F,SI1,,58.0,6.01,6.06,3.78,3372
1.3,Premium,I,VS1,62.2,59.0,6.91,6.97,4.32,6806
1.11,Premium,I,I1,61.8,59.0,6.65,6.58,4.09,3183
1.16,Premium,I,SI1,62.7,57.0,6.76,6.67,4.21,4872
0.66,Ideal,H,SI1,62.4,58.0,5.53,5.56,3.46,1609
1.03,Good,G,SI1,63.2,58.0,6.38,6.43,4.05,4679
0.92,Premium,E,SI1,62.1,58.0,6.22,6.15,3.84,4482
1.09,Ideal,I,VS2,62.0,57.0,6.64,6.58,4.1,5158
0.34,Ideal,E,SI1,61.0,55.0,4.54,4.56,2.77,637
1.55,Premium,E,SI2,58.5,57.0,7.66,7.57,4.46,7161
0.9,Premium,H,VS1,62.4,58.0,6.15,6.19,3.85,4309
0.74,Good,E,VS1,63.4,55.0,5.76,5.78,3.66,3416
1.27,Very Good,I,SI2,59.7,57.0,6.99,7.04,4.19,5371
0.33,Ideal,G,VS2,62.0,57.0,4.44,4.47,2.76,579
0.32,Ideal,H,VVS2,61.9,55.0,4.37,4.39,2.71,645
0.34,Ideal,G,VS2,62.2,55.0,4.47,4.5,2.79,596
0.31,Ideal,D,VVS1,62.3,54.0,4.36,4.4,2.73,949
0.44,Very Good,I,VS2,62.5,57.0,4.85,4.88,3.04,795
1.21,Very Good,J,SI1,61.6,59.0,6.8,6.83,4.2,4990
0.38,Ideal,D,VS1,62.4,56.0,4.68,4.64,2.91,1170
0.46,Fair,F,VS2,66.0,58.0,4.9,4.76,3.19,982
0.32,Very Good,G,VS1,60.8,56.0,4.45,4.48,2.71,660
0.51,Very Good,G,VVS2,61.7,58.0,5.13,5.18,3.18,1875
0.32,Good,H,SI1,63.7,55.0,4.33,4.3,2.75,591
0.3,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59,844
2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
1.07,Premium,G,VS1,61.4,56.0,6.65,6.61,4.07,6076
0.29,Ideal,I,VS1,61.7,56.0,4.22,4.27,2.62,444
0.34,Very Good,E,VS2,62.6,58.0,4.43,4.45,2.78,745
1.01,Very Good,I,VS2,62.3,60.0,6.33,6.41,3.97,4666
1.4,Premium,I,VVS2,62.0,58.0,7.22,7.16,4.46,8467
2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,16874
0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,1268
1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
0.51,Ideal,F,VVS2,60.3,56.0,5.2,5.23,3.15,2138
0.33,Premium,H,VVS2,62.4,60.0,4.42,4.39,2.75,854
0.33,Ideal,G,VVS1,60.9,57.0,4.49,4.51,2.74,838
0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
0.54,Ideal,D,VS1,62.0,56.0,5.21,5.25,3.24,1941
0.51,Ideal,E,SI1,61.4,56.0,5.14,5.16,3.16,1732
0.39,Premium,E,SI2,60.7,62.0,4.74,4.72,2.87,778
1.54,Fair,F,SI1,65.8,56.0,7.22,7.18,4.74,10954
0.27,Premium,E,VS1,60.2,59.0,4.2,4.24,2.54,470
0.28,Ideal,H,VVS1,62.0,55.0,4.17,4.22,2.6,586
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15375
0.28,Good,E,VVS1,64.6,55.0,4.15,4.18,2.69,492
1.01,Premium,I,SI2,61.6,59.0,6.4,6.35,3.93,3411
0.42,Premium,G,VS2,59.5,59.0,4.89,4.83,2.89,1087
0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
0.31,Ideal,F,VS2,60.8,57.0,4.41,4.38,2.67,749
0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75,4397
0.34,Very Good,D,SI1,59.8,61.0,4.5,4.53,2.7,626
1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976
0.91,Very Good,D,SI1,59.3,58.0,6.33,6.38,3.77,4253
0.31,Very Good,E,IF,61.6,54.0,4.38,4.42,2.71,958
0.73,Ideal,H,VS2,61.0,56.0,5.83,5.88,3.57,3164
1.13,Ideal,G,VS2,61.6,57.0,6.68,6.7,4.12,7159
0.72,Premium,D,SI1,60.5,57.0,5.89,5.85,3.55,3048
1.15,Premium,E,SI2,62.5,58.0,6.65,6.72,4.18,4250
0.9,Good,D,SI1,63.2,55.0,6.1,6.14,3.87,4381
0.71,Ideal,J,VS1,61.9,55.0,5.69,5.75,3.54,1932
0.31,Ideal,G,VVS1,61.9,54.0,4.38,4.41,2.72,789
0.33,Ideal,G,VVS1,61.7,54.0,4.47,4.48,2.76,868
0.34,Very Good,G,SI1,61.5,56.0,4.45,4.52,2.76,507
0.28,Good,F,VS1,58.3,58.0,4.33,4.35,2.53,487
1.13,Ideal,F,SI2,61.8,56.0,6.69,6.73,4.15,4984
0.41,Ideal,E,VS1,61.2,56.0,4.82,4.89,2.97,1144
0.36,Ideal,I,VVS1,61.5,55.0,4.61,4.63,2.84,645
0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
1.01,Ideal,H,SI1,62.9,55.0,6.35,6.4,4.01,4773
0.8,Ideal,F,SI1,61.5,54.0,6.07,6.0,3.71,2890
0.62,Very Good,H,SI1,60.1,61.0,5.55,5.59,3.35,1446
0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482
0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
0.56,Ideal,E,VS1,62.7,56.0,5.26,5.3,3.31,1608
0.42,Premium,G,IF,60.2,59.0,4.8,4.87,2.91,1400
0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99,784
1.51,Ideal,H,SI2,62.3,58.0,7.27,7.33,4.55,7990
1.77,Very Good,J,SI2,63.4,60.0,7.65,7.61,4.84,8257
0.54,Good,G,VS1,59.0,62.0,5.3,5.28,3.12,1640
0.56,Very Good,E,VVS2,60.7,57.0,5.31,5.36,3.24,2442
0.9,Very Good,J,VS2,63.1,57.0,6.12,6.06,3.84,2984
1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840
0.34,Premium,E,SI2,62.4,59.0,4.42,4.46,2.77,477
0.35,Very Good,J,SI1,63.3,56.0,4.53,4.5,2.86,526
1.52,Ideal,J,SI1,61.9,57.0,7.33,7.37,4.55,7356
0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847
0.4,Very Good,G,VS1,63.4,56.0,4.72,4.68,2.98,1005
0.3,Ideal,G,VVS2,62.2,54.0,4.33,4.29,2.68,819
1.02,Premium,H,VS2,61.2,58.0,6.47,6.5,3.97,5217
0.41,Ideal,H,SI1,61.2,57.0,4.78,4.76,2.92,876
1.0,Premium,D,SI1,61.3,54.0,6.39,6.37,3.91,5488
1.7,Premium,I,VS2,60.7,59.0,7.63,7.7,4.65,11519
0.95,Premium,F,SI1,62.3,60.0,6.3,6.26,3.91,4682
0.72,Premium,J,VS2,61.4,58.0,5.74,5.76,3.53,1846
0.85,Ideal,G,SI1,62.1,56.0,6.05,6.1,3.77,3766
0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
0.91,Very Good,G,SI2,60.4,61.0,6.21,6.28,3.77,3435
0.71,Premium,J,VS2,60.1,61.0,5.82,5.77,3.48,1968
1.09,Premium,I,VS2,59.0,61.0,6.78,6.75,3.98,4090
0.71,Ideal,D,SI1,62.3,56.0,5.72,5.7,3.56,3316
0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703
0.57,Premium,E,SI2,61.0,60.0,5.32,5.36,3.26,1228
0.31,Premium,E,SI1,59.2,60.0,4.36,4.42,2.6,544
0.7,Fair,E,SI2,58.7,68.0,5.77,5.72,3.37,1723
0.72,Good,I,VS1,61.8,61.0,5.67,5.72,3.53,2048
0.65,Premium,D,VS1,59.4,62.0,5.72,5.66,3.38,2387
1.03,Very Good,H,SI2,62.8,59.0,6.4,6.43,4.03,4283
0.35,Very Good,F,VVS1,61.6,56.0,4.53,4.55,2.79,966
0.32,Premium,G,VS1,61.4,58.0,4.36,4.4,2.69,645
0.41,Premium,G,SI1,60.3,59.0,4.76,4.79,2.88,719
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9127
0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1691
0.24,Very Good,F,VVS1,61.8,59.0,3.93,4.0,2.45,552
0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,1333
1.38,Ideal,F,VS2,61.9,55.0,7.16,7.12,4.42,11205
1.3,Premium,J,SI2,61.1,61.0,7.0,6.95,4.26,5140
0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
0.91,Premium,G,SI1,62.2,59.0,6.19,6.15,3.84,3975
0.33,Premium,I,VVS2,61.0,58.0,4.46,4.42,2.71,743
0.29,Ideal,G,VVS1,62.3,55.0,4.25,4.29,2.66,607
0.76,Ideal,I,SI1,61.8,57.0,5.89,5.83,3.62,2399
0.34,Very Good,F,VS2,62.9,58.0,4.44,4.46,2.8,686
1.22,Good,J,VS1,58.5,61.0,6.94,7.0,4.08,5356
0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293
0.75,Ideal,F,VS2,62.1,57.0,5.8,5.82,3.61,3081
0.41,Premium,G,VS2,62.6,59.0,4.76,4.73,2.97,1061
0.41,Very Good,D,VS2,62.8,58.0,4.73,4.76,2.98,779
0.35,Ideal,F,VVS2,61.6,58.0,4.5,4.53,2.78,795
1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107
0.5,Very Good,F,SI1,62.3,60.0,5.07,5.11,3.17,1250
0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,804
0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,2441
0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,743
0.3,Ideal,E,VVS2,60.8,57.0,4.33,4.35,2.64,742
0.25,Very Good,F,IF,61.1,54.0,4.08,4.11,2.5,633
0.95,Fair,J,I1,64.9,56.0,6.17,6.12,3.99,2322
1.14,Ideal,J,SI1,61.5,56.0,6.7,6.74,4.13,5174
0.41,Ideal,I,VS2,61.5,55.0,4.79,4.83,2.96,683
1.05,Ideal,H,SI2,62.0,57.0,6.54,6.5,4.04,3528
0.9,Ideal,F,VS2,61.6,57.0,6.21,6.16,3.81,5141
0.7,Ideal,D,VS1,61.9,57.0,5.69,5.72,3.53,3093
0.57,Premium,G,VVS2,60.2,60.0,5.44,5.36,3.25,2059
2.0,Ideal,I,VS1,62.3,56.0,8.08,8.03,5.02,12907
0.41,Very Good,F,SI1,63.3,57.0,4.72,4.69,2.98,969
0.33,Very Good,D,VS1,60.3,61.0,4.48,4.51,2.71,727
0.46,Good,G,VS1,59.5,61.4,4.95,5.0,2.96,1179
2.01,Very Good,G,SI2,63.3,56.0,8.06,8.01,5.08,12271
0.33,Good,F,SI1,61.8,62.0,4.4,4.45,2.74,536
0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,589
0.4,Very Good,H,SI1,62.6,57.0,4.66,4.7,2.93,666
2.07,Good,I,VS2,64.1,57.0,8.07,8.0,5.15,15119
0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,574
0.4,Good,E,SI1,63.8,56.0,4.74,4.7,3.01,882
0.35,Premium,G,SI1,60.3,60.0,4.57,4.59,2.76,522
0.51,Ideal,D,VS2,62.1,56.0,5.16,5.11,3.19,1882
0.54,Very Good,D,VS1,63.0,54.0,5.19,5.23,3.28,2016
1.16,Ideal,H,SI1,61.8,54.0,6.74,6.81,4.19,6084
0.52,Ideal,I,SI1,61.8,56.0,5.15,5.18,3.19,1075
2.0,Very Good,H,SI2,59.7,61.0,8.15,8.2,4.88,15312
0.46,Ideal,E,VS1,62.2,54.0,4.9,4.94,3.06,1393
0.32,Premium,H,VS2,61.9,58.0,4.37,4.39,2.71,505
0.28,Very Good,H,VS2,61.6,57.0,4.22,4.25,2.61,429
0.91,Fair,D,VS2,65.1,63.0,6.02,6.0,3.91,4439
0.31,Ideal,E,VS1,61.8,55.0,4.36,4.38,2.7,692
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1153
1.35,Ideal,G,VS1,62.7,57.0,7.02,7.07,4.42,10656
